Descrição da Solicitação,Propriedade,Arquivos e mídia,Bloqueio,Comentário uMode,Criado em,Criado por,Criticidade,Data da Solicitação,Data de Conclusão,Data de Previsão de Entrega,Etapa,Files & media,Fórmula,Horas - Recurso Específico,Horas de Demanda,ID,Key Account/Responsável,Nível de Esforço,Observações,Prioridade,Projeto,Quem solicitou?,RFI,Responsabilidade,Suporte Integração,Task,Tempo de Resolução,Texto,Tipo de Demanda,Total de Horas,uMode - Macro Tema,Área Responsável,Última edição,👥 Clientes
Trava para que o consumo não seja aplicado com uma unidade de medida diferente da cadastrada no momento do empenho dos materiais.,Encerrada,,,,26 de fevereiro de 2026 09:52,Laura Delgado,,,,,Demanda Cancelada,,,,,UMD-1022,"Laura Delgado, Andrea Holmer",,"Por hora não é possível, demanda cancelada.",,,Carol/Denize,,Demanda com uMode,,,,,Configuração,,,OPERAÇÃO,6 de março de 2026 10:43,Plie (https://app.notion.com/p/Plie-1d2b1d38e76880bf91f9d4fa8ffdc478?pvs=21)
Produto não atualizaram no Linx,Concluída,,,,26 de fevereiro de 2026 10:39,Marina Santoro,,26/02/2026   (BRT),,,Demanda Concluída,,,,,UMD-1023,,,,,,Andre,,Demanda com uMode,Escrita - Erro,https://linear.app/umode/issue/INTEG-721/lenny-integr-escrita-produtos-nao-atualizados-no-linx,1,,Integração,,,TECH,18 de março de 2026 13:31,Lenny Niemeyer (https://app.notion.com/p/Lenny-Niemeyer-b3aad92958894c71b1e1ddd096db52ed?pvs=21)
Produtos e materiais não integraram,Concluída,,,Pendente analise,26 de fevereiro de 2026 13:41,Ana Paula Ramos,,26/02/2026   (BRT),,,Demanda Concluída,,,,,UMD-1024,,,,,,Amanda e Raiane,,Demanda com uMode,Leitura - Material pendente,https://linear.app/umode/issue/INTEG-722/lofty-integr-leitura-materiais-pendentes,7,,Integração,,,,8 de abril de 2026 14:01,Lofty Style (https://app.notion.com/p/Lofty-Style-293c8829d81c44d9ab8360ae66d24aab?pvs=21)
Adicionar VER27 no relatório de lacre,Concluída,,,,26 de fevereiro de 2026 14:35,Fernanda Araujo,,26/02/2026,,,,,,,,UMD-1025,,,,,Relatório de Lacre [Reserva] (https://app.notion.com/p/Relat-rio-de-Lacre-Reserva-247b1d38e76880bfb4f1d207d4c1f37e?pvs=21),Karine,,Demanda com uMode,,,,,,,,,24 de abril de 2026 10:09,Reserva (https://app.notion.com/p/Reserva-1be195276d794e1d98a35cddd9d2a508?pvs=21)
Produtos duplicados repetem referência,Nível de Análise,,,,26 de fevereiro de 2026 16:19,Ana Paula Ramos,,26/02/2026,,,Análise uMode,,,,,UMD-1026,,,,,[VIX] -uFlow (https://app.notion.com/p/VIX-uFlow-277b1d38e76880f990ced3538db95d93?pvs=21),Priscilla,,Demanda com uMode,,,,,Erro/ Bug,,,OPERAÇÃO,20 de abril de 2026 17:35,VIX (https://app.notion.com/p/VIX-70a10ec2756f4842a04cb12675a09d22?pvs=21)
Fator de conversão não integrou,Concluída,,,Legado - Suporte integração leitura,26 de fevereiro de 2026 17:55,Ana Paula Ramos,,26/02/2026,,,Demanda Concluída,,,,,UMD-1027,Julianne Rodrigues,,,,[NK] - uFlow (https://app.notion.com/p/NK-uFlow-273b1d38e768801d9981ebf7d499d0b8?pvs=21),Cristina,,Demanda com uMode,Sistema,https://linear.app/umode/issue/INTEG-766/nk-integr-leitura-and-escrita-materiais-de-couro-nao-estao-gerando,16,,Integração,,,TECH,19 de março de 2026 15:18,NK STORE (https://app.notion.com/p/NK-STORE-0f24dfbef0ae43bbba528218d940b7ed?pvs=21)
,Não iniciada,,,,27 de fevereiro de 2026 11:16,Vanessa Rinaldi,,,,,,,,,,UMD-1028,,,,,"Reonboarding [NV]
 (https://app.notion.com/p/Reonboarding-NV-26ab1d38e76880b2a64ac6cfd025566c?pvs=21)",,,Demanda com uMode,,,,,,,,,27 de fevereiro de 2026 11:16,
"Custo do produto não está calculando para NKA ATELIER 
",Concluída,,,Legado - Suporte integração escrita,27 de fevereiro de 2026 11:30,Julianne Rodrigues,,27/02/2026,,,Demanda Concluída,,,,,UMD-1029,Julianne Rodrigues,,,1,[NK] - uFlow (https://app.notion.com/p/NK-uFlow-273b1d38e768801d9981ebf7d499d0b8?pvs=21),Cristina,,Demanda com uMode,Sistema,https://linear.app/umode/issue/INTEG-766/nk-integr-leitura-and-escrita-materiais-de-couro-nao-estao-gerando,16,,Integração,,,OPERAÇÃO,19 de março de 2026 15:36,NK STORE (https://app.notion.com/p/NK-STORE-0f24dfbef0ae43bbba528218d940b7ed?pvs=21)
Erro ao filtrar pelo Mapa de uma coleção específica,Concluída,,,Priorizar na semana 09/03,27 de fevereiro de 2026 17:52,Ana Paula Ramos,,,,,Demanda Concluída,,,,,UMD-1031,"Laura Delgado, Andrea Holmer",,,,,Michelle,,Demanda com uMode,,,,,Erro/ Bug,,,OPERAÇÃO,12 de março de 2026 16:46,Lofty Style (https://app.notion.com/p/Lofty-Style-293c8829d81c44d9ab8360ae66d24aab?pvs=21)
Templates de calçados e acessórios → precisa imprimir apenas com o preenchimento dos campos da aprovação,Encerrada,,,,2 de março de 2026 15:32,Julianne Rodrigues,,25/02/2026,,,Demanda Cancelada,,,,,UMD-1032,,,,,[OSKLEN] - uFlow  (https://app.notion.com/p/OSKLEN-uFlow-276b1d38e76880d2b250dd2abb2bc919?pvs=21),Thays e  Kraina,,Demanda com uMode,,,,,Melhoria / Desenvolvimento,,,OPERAÇÃO,16 de abril de 2026 15:05,Osklen (https://app.notion.com/p/Osklen-6463bb11ee3841b8b948d18b5a71b4d7?pvs=21)
Ajuste na automação do Workflow,Encerrada,Sem%20t%C3%ADtulo/Novo_workflow_umode_rev1.xlsx,,,2 de março de 2026 15:59,Laura Delgado,,24/02/2026,,,Demanda Cancelada,,,,,UMD-1033,"Laura Delgado, Andrea Holmer",,,,,Gustavo/Ticiane,,Demanda com uMode,,,,,Configuração,,,OPERAÇÃO,30 de março de 2026 16:30,Luiza Barcelos (https://app.notion.com/p/Luiza-Barcelos-b0c819c0bda449528d9d984b3200f07f?pvs=21)
Materiais não integraram,Concluída,,,,2 de março de 2026 16:36,Ana Paula Ramos,,02/03/2026   (BRT),,,Demanda Concluída,,,,,UMD-1034,,,,,,Mariana Basso,,Demanda com uMode,Leitura - Material pendente,https://linear.app/umode/issue/INTEG-764/baw-integr-leitura-material-pendente,1,,Integração,,,TECH,16 de março de 2026 14:21,Baw (https://app.notion.com/p/Baw-6c36c6a40d904f2fb65ebc1f09933ad4?pvs=21)
Criar regra para prencher Faixas de Preços,Encerrada,,,,2 de março de 2026 17:16,Andrea Holmer,,,,,Demanda Cancelada,,,,,UMD-1035,"Laura Delgado, Andrea Holmer",,,,,Caio/Carol,,Demanda com uMode,,,,,Configuração,,,OPERAÇÃO,16 de março de 2026 16:55,Moda Objetiva (https://app.notion.com/p/Moda-Objetiva-295b1d38e76880118addca9ad3e85807?pvs=21)
Criar Itens Check List,Concluída,,,,2 de março de 2026 17:55,Andrea Holmer,,,,,Demanda Concluída,,,,,UMD-1036,"Laura Delgado, Andrea Holmer",,,,,Carol,,Demanda com uMode,,,,,Configuração,,,KA,16 de março de 2026 16:51,Moda Objetiva (https://app.notion.com/p/Moda-Objetiva-295b1d38e76880118addca9ad3e85807?pvs=21)
Retornar os campos de data para a aba de aprovação - pilotos e calce,Concluída,,,,3 de março de 2026 09:57,Julianne Rodrigues,,,,,Demanda Concluída,,,,,UMD-1037,,,,,[OSKLEN] - uFlow  (https://app.notion.com/p/OSKLEN-uFlow-276b1d38e76880d2b250dd2abb2bc919?pvs=21),,,Demanda com uMode,,,,,Configuração,,,OPERAÇÃO,4 de março de 2026 10:28,Osklen (https://app.notion.com/p/Osklen-6463bb11ee3841b8b948d18b5a71b4d7?pvs=21)
Atualizar opções em listas de campo com hierarquia (personagem e licenciado) e pantone,Concluída,,,,3 de março de 2026 14:32,Julianne Rodrigues,,02/03/2026,,,Em Validação - Cliente,,,,,UMD-1038,,,,,[CAEDU] - uFlow  (https://app.notion.com/p/CAEDU-uFlow-277b1d38e76880ebbdeee79fac74b68b?pvs=21),Rose e Cristina,,Demanda com uMode,,,,,Configuração,,campos,OPERAÇÃO,12 de março de 2026 16:35,Caedu (https://app.notion.com/p/Caedu-275bd52e58df49078f2f3b6dc76a4755?pvs=21)
"Adicionar composição ",Concluída,,,,3 de março de 2026 15:55,Fernanda Araujo,,,,,Demanda Concluída,,,,,UMD-1039,,,,,Gestão de Coleção [Reserva] (https://app.notion.com/p/Gest-o-de-Cole-o-Reserva-241b1d38e768805382c3d7a2e2c6bd36?pvs=21),Vanessa,,Demanda com uMode,,,,,,,,,24 de abril de 2026 10:11,Reserva (https://app.notion.com/p/Reserva-1be195276d794e1d98a35cddd9d2a508?pvs=21)
Produtos não integraram por ultrapassarem o limite de caracteres,Concluída,,,,3 de março de 2026 17:05,Ana Paula Ramos,,03/03/2026   (BRT),,,Demanda Concluída,,,,,UMD-1040,,,,,,Juliana,,Demanda com uMode,Escrita - Erro,,,,Integração,,,,9 de março de 2026 13:06,Lenny Niemeyer (https://app.notion.com/p/Lenny-Niemeyer-b3aad92958894c71b1e1ddd096db52ed?pvs=21)
Ocultar custo da MP para fornecedores,Demanda Aceita,,,,4 de março de 2026 10:35,Fernanda Araujo,,,,,Em Desenvolvimento,,,,,UMD-1041,,,,,Gestão de Coleção [Reserva] (https://app.notion.com/p/Gest-o-de-Cole-o-Reserva-241b1d38e768805382c3d7a2e2c6bd36?pvs=21),Wallace,,Demanda com uMode,,,,,,,,,24 de abril de 2026 10:13,Reserva (https://app.notion.com/p/Reserva-1be195276d794e1d98a35cddd9d2a508?pvs=21)
1 - Alterar lógica de criação da referência do produto,Concluída,Sem%20t%C3%ADtulo/29E27B86-1D56-4507-8700-E29322C945C2.png,,,4 de março de 2026 15:52,Vanessa Rinaldi,Crítica / Urgente,,20 de abril de 2026,17 de abril de 2026,Demanda Concluída,,,,,UMD-1043,,,,4," Buffer 2026 [NV]
 (https://app.notion.com/p/Buffer-2026-NV-311b1d38e76880f5aa3bd7ee2b529dd7?pvs=21)",,,Demanda com uMode,,https://linear.app/umode/project/nv-integracao-escrita-mudanca-de-referencia-61500dc697c1/overview,1,,Integração,,,,30 de abril de 2026 11:24,NV (https://app.notion.com/p/NV-c03ae4eca8ff4260a889b660803b4e26?pvs=21)
RFIs Custos,Não iniciada,,,,4 de março de 2026 15:52,Vanessa Rinaldi,,,,,,,,,,UMD-1044,,,,," Buffer 2026 [NV]
 (https://app.notion.com/p/Buffer-2026-NV-311b1d38e76880f5aa3bd7ee2b529dd7?pvs=21)",,,Demanda com uMode,,,,,,,,,4 de março de 2026 15:52,NV (https://app.notion.com/p/NV-c03ae4eca8ff4260a889b660803b4e26?pvs=21)
Criação de Campos para Inserir Data de Previsão de Piloto,Não iniciada,,,,4 de março de 2026 15:55,Vanessa Rinaldi,,26/02/2026,,,,,,,,UMD-1045,,,,," Buffer 2026 [NV]
 (https://app.notion.com/p/Buffer-2026-NV-311b1d38e76880f5aa3bd7ee2b529dd7?pvs=21)",Vinicius,,Demanda com uMode,,,,,,,,,4 de março de 2026 16:02,NV (https://app.notion.com/p/NV-c03ae4eca8ff4260a889b660803b4e26?pvs=21)
Consumo de regras da Programação na Integração,Não iniciada,,,,4 de março de 2026 16:02,Vanessa Rinaldi,,,,,,,,,,UMD-1048,,,,," Buffer 2026 [NV]
 (https://app.notion.com/p/Buffer-2026-NV-311b1d38e76880f5aa3bd7ee2b529dd7?pvs=21)",,,Demanda com uMode,,,,,,,,,30 de abril de 2026 11:58,NV (https://app.notion.com/p/NV-c03ae4eca8ff4260a889b660803b4e26?pvs=21)
Produto não integrou,Concluída,,,REGATA GRASS,4 de março de 2026 16:12,Ana Paula Ramos,,,,,Demanda Concluída,,,,,UMD-1049,,,,,,Luciana,,Demanda com uMode,,,,,Integração,,,,17 de março de 2026 17:24,Lofty Style (https://app.notion.com/p/Lofty-Style-293c8829d81c44d9ab8360ae66d24aab?pvs=21)
Preço integrou na coluna errada do LINX,Encerrada,,,,4 de março de 2026 17:15,Ana Paula Ramos,,,,,Demanda Cancelada,,,,,UMD-1050,,,,,,Vinicius,,Demanda com uMode,,,,,Integração,,,,6 de março de 2026 11:03,NV (https://app.notion.com/p/NV-c03ae4eca8ff4260a889b660803b4e26?pvs=21)
Alterações na conta após teste de integração 04/03/26,Concluída,,,,4 de março de 2026 18:02,Marina Santoro,,04/03/2026,,,Demanda Concluída,,,,,UMD-1051,,,,,,Time Osklen,,Demanda com uMode,,,,,Suporte,,,,16 de março de 2026 10:00,Osklen (https://app.notion.com/p/Osklen-6463bb11ee3841b8b948d18b5a71b4d7?pvs=21)
Botão ‘conferido’ não clicável,Demanda Aceita,,,,4 de março de 2026 18:30,Ana Paula Ramos,,,,,Em Validação - Cliente,,,,,UMD-1052,,,,,,,,Demanda com uMode,,,,,Suporte,,,,18 de maio de 2026 14:41,NV (https://app.notion.com/p/NV-c03ae4eca8ff4260a889b660803b4e26?pvs=21)
Ajustes ficha calçados e bolsa,Concluída,,,,5 de março de 2026 10:59,Julianne Rodrigues,,,,,Demanda Concluída,,,,,UMD-1053,,,,,[OSKLEN] - uFlow  (https://app.notion.com/p/OSKLEN-uFlow-276b1d38e76880d2b250dd2abb2bc919?pvs=21),Thayssa,,Demanda com uMode,,,,,Configuração,,,OPERAÇÃO,31 de março de 2026 16:18,Osklen (https://app.notion.com/p/Osklen-6463bb11ee3841b8b948d18b5a71b4d7?pvs=21)
Inclusão de propriedade Linx na integração de escrita,Concluída,,,RFI,5 de março de 2026 14:56,Marina Santoro,,25/11/2025,,,Demanda Concluída,,,,,UMD-1054,Julianne Rodrigues,,,,[NK] - uFlow (https://app.notion.com/p/NK-uFlow-273b1d38e768801d9981ebf7d499d0b8?pvs=21),Nathalia,NK STORE | RFI : Escopo - Alteração Integração (Parte 3) (https://app.notion.com/p/NK-STORE-RFI-Escopo-Altera-o-Integra-o-Parte-3-2b6b1d38e768803aa96bd1870dbd048b?pvs=21),Demanda com uMode,,,,,Integração,,,OPERAÇÃO,8 de maio de 2026 10:50,NK STORE (https://app.notion.com/p/NK-STORE-0f24dfbef0ae43bbba528218d940b7ed?pvs=21)
Insert e update dos campos COD_CATEGORIA e PERIODO_PCP no Linx,Concluída,Sem%20t%C3%ADtulo/Categorizao_de_produtos.xlsx,,[6] Na fila - após “Acrescentar campos na view”,5 de março de 2026 15:01,Marina Santoro,,19/02/2026,,,Demanda Concluída,,,,,UMD-1055,Julianne Rodrigues,,,,[NK] - uFlow (https://app.notion.com/p/NK-uFlow-273b1d38e768801d9981ebf7d499d0b8?pvs=21),,NK STORE | RFI : Escopo - Alteração Integração (parte 4) (https://app.notion.com/p/NK-STORE-RFI-Escopo-Altera-o-Integra-o-parte-4-30cb1d38e76880d78687ddb90f7ad13c?pvs=21),Demanda com uMode,,,,,Integração,,,TECH,8 de maio de 2026 10:50,NK STORE (https://app.notion.com/p/NK-STORE-0f24dfbef0ae43bbba528218d940b7ed?pvs=21)
Problemas com integração de cores e materiais,Concluída,,,,5 de março de 2026 16:40,Pedro Murillo,,,,,Demanda Concluída,,,,,UMD-1056,"Pedro Murillo, Julianne Rodrigues",,,,,Caroline Dantas & Thays Pantaleão,,Demanda com uMode,Leitura - Material pendente,https://linear.app/umode/issue/INTEG-779/osklen-interg-leitura-material-e-cores-pendentes,1,,Integração,,,TECH,9 de março de 2026 13:06,Osklen (https://app.notion.com/p/Osklen-6463bb11ee3841b8b948d18b5a71b4d7?pvs=21)
Erro integração produtos,Concluída,Sem%20t%C3%ADtulo/E-mail_de_uMode_-_RE__Vero_27_-_Collab_Misci__Erro_integrao_Umode_(03_03).pdf,,,5 de março de 2026 17:12,Julianne Rodrigues,,,,,Demanda Concluída,,,,,UMD-1057,,,,," [LENNY] - uFlow
 (https://app.notion.com/p/LENNY-uFlow-27db1d38e76880cf91edc987a3c0669e?pvs=21)",,,Demanda com uMode,,,,,Integração,,,TECH,31 de março de 2026 16:18,Lenny Niemeyer (https://app.notion.com/p/Lenny-Niemeyer-b3aad92958894c71b1e1ddd096db52ed?pvs=21)
Erros de integração,Concluída,,,KA,5 de março de 2026 17:29,Julianne Rodrigues,,05/03/2026   (BRT),,,Em Validação - Cliente,,,,,UMD-1086,,,,,[VIX] -uFlow (https://app.notion.com/p/VIX-uFlow-277b1d38e76880f990ced3538db95d93?pvs=21),,,Demanda com uMode,,,,,Integração,,,TECH,20 de abril de 2026 13:24,VIX (https://app.notion.com/p/VIX-70a10ec2756f4842a04cb12675a09d22?pvs=21)
"Ajustes de conta ",Concluída,,,,6 de março de 2026 09:50,Julianne Rodrigues,,05/03/2026,,,Em Validação - Cliente,,,,,UMD-1060,,,,1," [LENNY] - uFlow
 (https://app.notion.com/p/LENNY-uFlow-27db1d38e76880cf91edc987a3c0669e?pvs=21)",Gabi,,Demanda Pendente do Cliente,,,,,,,,OPERAÇÃO,16 de março de 2026 10:14,Lenny Niemeyer (https://app.notion.com/p/Lenny-Niemeyer-b3aad92958894c71b1e1ddd096db52ed?pvs=21)
Produtos não integraram para o Linx,Demanda Aceita,,,18d em aberto,6 de março de 2026 10:53,Ana Paula Ramos,,06/03/2026   (BRT),,,Em Validação - Cliente,,,,,UMD-1061,,,,,,Vinicius Dias,,Demanda com uMode,Escrita - Erro,https://linear.app/umode/issue/INTEG-693/nv-integr-escrita-algum-campo-do-produto-tem-mais-caracteres-do-que-o,19,,Integração,,,,20 de abril de 2026 15:03,NV (https://app.notion.com/p/NV-c03ae4eca8ff4260a889b660803b4e26?pvs=21)
"Desabilitar o botão “gravar como tabela original” para não correr o risco de alguem editar tabela original ",Concluída,,,,6 de março de 2026 17:01,Laura Delgado,,,,,Demanda Concluída,,,,,UMD-1064,"Laura Delgado, Andrea Holmer",,,,,,,Demanda com uMode,,,,,Configuração,,,OPERAÇÃO,25 de março de 2026 17:26,Plie (https://app.notion.com/p/Plie-1d2b1d38e76880bf91f9d4fa8ffdc478?pvs=21)
Erro ao Criar Etapa no WF,Concluída,,,,9 de março de 2026 11:04,Andrea Holmer,,09/03/2026,,,Demanda Concluída,,,,,UMD-1066,"Laura Delgado, Andrea Holmer",,,,,Louise,,Demanda com uMode,,,,,Configuração,,,OPERAÇÃO,16 de março de 2026 15:33,Cambos (https://app.notion.com/p/Cambos-d6d48327e33b4105b67b9db4dbb55af1?pvs=21)
Produtos não integraram para o Linx,Concluída,,,,9 de março de 2026 11:24,Ana Paula Ramos,,,,,Demanda Concluída,,,,,UMD-1067,,,,,,Amanda,,Demanda com uMode,,,,,Integração,,,,16 de abril de 2026 16:24,Lofty Style (https://app.notion.com/p/Lofty-Style-293c8829d81c44d9ab8360ae66d24aab?pvs=21)
Exportar Tabela de Medidas em Massa,Encerrada,,,,9 de março de 2026 14:28,Laura Delgado,,,,,Demanda Cancelada,,,,,UMD-1068,"Laura Delgado, Andrea Holmer",,"RFI em análise, acompanhar",,,Rejane,,Demanda com uMode,,,,,Suporte,,,OPERAÇÃO,7 de abril de 2026 17:39,Baw (https://app.notion.com/p/Baw-6c36c6a40d904f2fb65ebc1f09933ad4?pvs=21)
Erro ao Anexar Vídeo,Concluída,,,,9 de março de 2026 16:33,Andrea Holmer,,09/03/2026,,,Demanda Concluída,,,,,UMD-1069,"Laura Delgado, Andrea Holmer",,Lala/Holmer fazer teste para levar pro Victor.,,,Carol,,Demanda com uMode,,,,,Erro/ Bug,,,OPERAÇÃO,23 de abril de 2026 10:41,Cambos (https://app.notion.com/p/Cambos-d6d48327e33b4105b67b9db4dbb55af1?pvs=21)
Erros na ficha de impressão,Concluída,,,,9 de março de 2026 17:33,Ana Paula Ramos,,,,,Demanda Concluída,,,,,UMD-1070,,,,,,Raquel Gomes,,Demanda com uMode,,,,,Configuração,,,,16 de abril de 2026 15:04,Osklen (https://app.notion.com/p/Osklen-6463bb11ee3841b8b948d18b5a71b4d7?pvs=21)
"Ficha de Combinação com problema de configuração ",Concluída,Sem%20t%C3%ADtulo/ficha_de_combinao.pdf,,,10 de março de 2026 10:24,Andrea Holmer,,10/03/2026,,,Demanda Concluída,,,,,UMD-1072,"Andrea Holmer, Laura Delgado",,,,,Michelle,,Demanda com uMode,,,,,Suporte,,,,23 de março de 2026 16:04,Luiza Barcelos (https://app.notion.com/p/Luiza-Barcelos-b0c819c0bda449528d9d984b3200f07f?pvs=21)
Ocultar campos de mkp dos perfis dos fornecedores,Encerrada,,,,11 de março de 2026 10:39,Julianne Rodrigues,,11/03/2026,,,Demanda Cancelada,,,,,UMD-1073,,,,,[NK] - uFlow (https://app.notion.com/p/NK-uFlow-273b1d38e768801d9981ebf7d499d0b8?pvs=21),KA,,Demanda com uMode,,,,,Configuração,,,,20 de abril de 2026 13:24,NK STORE (https://app.notion.com/p/NK-STORE-0f24dfbef0ae43bbba528218d940b7ed?pvs=21)
Inativar opções em lista do campo NCM,Concluída,,,,11 de março de 2026 17:55,Julianne Rodrigues,,05/03/2026,,,Em Validação - Cliente,,,,,UMD-1074,,,,2,[CAEDU] - uFlow  (https://app.notion.com/p/CAEDU-uFlow-277b1d38e76880ebbdeee79fac74b68b?pvs=21),Rose,,Demanda Pendente do Cliente,,,,,Suporte,,,OPERAÇÃO,30 de março de 2026 15:16,Caedu (https://app.notion.com/p/Caedu-275bd52e58df49078f2f3b6dc76a4755?pvs=21)
Acrescentar opções a lista do campo esqueleto e incluir ele na validação Linx,Concluída,Sem%20t%C3%ADtulo/TABELA_ESQUELETO.xlsx,,,11 de março de 2026 17:59,Julianne Rodrigues,,25/03/2026,,,Em Validação - Cliente,,,,,UMD-1075,Julianne Rodrigues,,,1,[CAEDU] - uFlow  (https://app.notion.com/p/CAEDU-uFlow-277b1d38e76880ebbdeee79fac74b68b?pvs=21),João Neto,,Demanda Pendente do Cliente,,,,,Suporte,,,OPERAÇÃO,14 de abril de 2026 13:48,Caedu (https://app.notion.com/p/Caedu-275bd52e58df49078f2f3b6dc76a4755?pvs=21)
Alterações na ficha produto,Concluída,,,,12 de março de 2026 10:23,Ana Paula Ramos,,,,,Demanda Concluída,,,,,UMD-1076,,,,,,Karina,,Demanda com uMode,,,,,Configuração,,,,16 de abril de 2026 15:05,Osklen (https://app.notion.com/p/Osklen-6463bb11ee3841b8b948d18b5a71b4d7?pvs=21)
Adicionar hierarquia em campo de aprovação - campo localização,Nível de Análise,,,,12 de março de 2026 11:23,Pedro Murillo,,,,,Análise uMode,,,,,UMD-1077,Pedro Murillo,,,,,Pedro Murillo,,Demanda com uMode,,,,,Melhoria / Desenvolvimento,,,PRODUTO,3 de junho de 2026 17:04,Osklen (https://app.notion.com/p/Osklen-6463bb11ee3841b8b948d18b5a71b4d7?pvs=21)
Mini Projeto - Implementação de Lacre de Mostruário,Não iniciada,,,,12 de março de 2026 16:45,Fernanda Araujo,,,,,Backlog,,,,,UMD-1079,,,,,Gestão de Coleção [Reserva] (https://app.notion.com/p/Gest-o-de-Cole-o-Reserva-241b1d38e768805382c3d7a2e2c6bd36?pvs=21),Raquel,,Demanda com uMode,,,,,,,,,24 de abril de 2026 10:09,Reserva (https://app.notion.com/p/Reserva-1be195276d794e1d98a35cddd9d2a508?pvs=21)
Mini Projeto - Relatório de Lacre por Fornecedor x Cor,Não iniciada,,,,12 de março de 2026 17:07,Fernanda Araujo,,,,,Backlog,,,,,UMD-1081,,,,,Relatório de Lacre [Reserva] (https://app.notion.com/p/Relat-rio-de-Lacre-Reserva-247b1d38e76880bfb4f1d207d4c1f37e?pvs=21),Thamires,,Demanda com uMode,,,,,,,,,14 de maio de 2026 16:00,Reserva (https://app.notion.com/p/Reserva-1be195276d794e1d98a35cddd9d2a508?pvs=21)
Produtos perenes: possibilidade de ter 2 ou mais em coleções diferentes com a mesma ref,Não iniciada,,,,12 de março de 2026 17:12,Julianne Rodrigues,,,,,Backlog,,,,,UMD-1082,,,,,,Rose,,Demanda com uMode,,,,,Melhoria / Desenvolvimento,,,PRODUTO,12 de março de 2026 17:13,Caedu (https://app.notion.com/p/Caedu-275bd52e58df49078f2f3b6dc76a4755?pvs=21)
Enviar empenho de materiais mais de uma vez no dia (só integra a noite),Standby - Produto,,,,13 de março de 2026 10:25,Julianne Rodrigues,,,,,Backlog,,,,,UMD-1083,,,,,,,,Demanda com uMode,,,,,Melhoria / Desenvolvimento,,,PRODUTO,14 de abril de 2026 10:25,NK STORE (https://app.notion.com/p/NK-STORE-0f24dfbef0ae43bbba528218d940b7ed?pvs=21)
Carga de Produtos antigos (Repetições e Perenes) INV 27,Concluída,Sem%20t%C3%ADtulo/PERENES_1A_CARGA_UMODE.xlsx,,,13 de março de 2026 11:30,Julianne Rodrigues,Alta,03/10/2025,,,Em Validação - Cliente,,,,,UMD-1085,,,,,,Ana,,Demanda com uMode,,https://linear.app/umode/project/modulo-de-acervo-a2544387ef45/overview,,,Integração,,,OPERAÇÃO,12 de maio de 2026 16:17,Osklen (https://app.notion.com/p/Osklen-6463bb11ee3841b8b948d18b5a71b4d7?pvs=21)
Inclusão de campos na integração,Demanda Aceita,,,RFI,13 de março de 2026 14:12,Julianne Rodrigues,,13/03/2026   (BRT),,,Em Validação - Cliente,,,,,UMD-1087,Julianne Rodrigues,,,1,[VIX] -uFlow (https://app.notion.com/p/VIX-uFlow-277b1d38e76880f990ced3538db95d93?pvs=21),Evelyn e Luana,VIX | RFI: Escopo - Mudança no Código de Barras (https://app.notion.com/p/VIX-RFI-Escopo-Mudan-a-no-C-digo-de-Barras-32db1d38e76880e38331e50863618aa7?pvs=21),Demanda com uMode,,https://linear.app/umode/project/vix-inclusao-de-campo-na-integracao-de-escrita-rfi-92-c7bdec6be277/overview,,,Integração,,,TECH,6 de maio de 2026 17:27,VIX (https://app.notion.com/p/VIX-70a10ec2756f4842a04cb12675a09d22?pvs=21)
